Id,SalePrice
1461,124802.07539281623
1462,157108.51722174828
1463,183203.065712415
1464,190177.03570460272
1465,193325.22112232508
1466,177380.59994553417
1467,172432.0865397689
1468,170375.44799654937
1469,183916.36924435143
1470,126915.52536839103
1471,200322.2147892911
1472,93699.09321243195
1473,97982.48720715487
1474,153897.79626968197
1475,123527.92241221986
1476,372940.50267555483
1477,250479.68317392978
1478,289214.58928290097
1479,279441.9523358001
1480,499802.82166729466
1481,314281.39634335006
1482,205717.66844593288
1483,183411.85072128908
1484,169292.0388691912
1485,180159.3627803971
1486,194758.04278550166
1487,301868.33787910943
1488,231998.05837357536
1489,204829.03403373054
1490,223354.8019307511
1491,196429.6547427505
1492,92867.53732740956
1493,168703.79109520343
1494,324276.25878032646
1495,291636.0698504685
1496,237183.38524842358
1497,183547.307860922
1498,158648.24580398752
1499,159588.60098927605
1500,154937.05494498764
1501,173296.78491591287
1502,161700.37464299542
1503,298145.61038655415
1504,232564.4115690335
1505,217607.8147196112
1506,184256.4203072256
1507,255335.2535296667
1508,197394.76027608803
1509,161631.44230180266
1510,150000.82147803024
1511,149353.27210550348
1512,163690.93260999062
1513,145794.96744654205
1514,151946.61128383965
1515,180456.4833416833
1516,152063.9143449031
1517,157003.48962988544
1518,131199.201078649
1519,221392.7082428098
1520,136098.4902408448
1521,142113.01954722186
1522,169252.70629543404
1523,113690.0980228403
1524,121823.58298636081
1525,122852.34109708323
1526,123314.28025555349
1527,104790.93292742067
1528,129720.8123227975
1529,145049.97170752732
1530,169715.7824592851
1531,110205.30517128152
1532,99760.80394846493
1533,136247.4807675383
1534,118459.02376935608
1535,157584.07389371176
1536,116941.5041434751
1537,80365.02502976671
1538,136847.42963863976
1539,189387.9735468622
1540,99361.6718550505
1541,139058.42259376383
1542,135801.80289953257
1543,202863.9164082505
1544,81602.91719248118
1545,103315.71818684804
1546,128251.87132047406
1547,130746.02388858203
1548,129337.48964876411
1549,106115.76914865526
1550,137389.01558896288
1551,119789.09103082513
1552,137012.72673573124
1553,142971.63032473272
1554,110767.8250557782
1555,168370.9895885426
1556,86039.15109142686
1557,109170.16179769034
1558,97198.99928850487
1559,88754.33808865436
1560,128099.56443638868
1561,141096.97536552136
1562,131278.05639443264
1563,120209.94783468374
1564,161088.7327088116
1565,153292.1719870819
1566,242587.35284000498
1567,74958.98287863862
1568,222068.7090913719
1569,143460.82801780957
1570,143496.75095913027
1571,121090.90539380825
1572,150768.40284515286
1573,253151.0780836397
1574,119645.93515599369
1575,223955.86750824138
1576,232883.051314352
1577,199689.06827051772
1578,139219.4477440265
1579,136986.3904404485
1580,195380.1653887905
1581,149052.63028579322
1582,127642.80175950208
1583,330295.54461515875
1584,232682.03421794294
1585,142711.48865559962
1586,73746.01077069262
1587,97919.53232014057
1588,153900.36962486088
1589,100075.39800314899
1590,133474.2833436345
1591,97375.21662885738
1592,129475.71280932949
1593,117071.11762331403
1594,118969.6772058541
1595,120284.49368580927
1596,237971.42619124433
1597,178689.89877981847
1598,188012.13758285157
1599,165708.30987198936
1600,176548.11368026948
1601,70258.5356142064
1602,115862.0017855464
1603,78194.2928765399
1604,265280.97933752195
1605,251948.528639302
1606,163547.35124308363
1607,174606.00357606178
1608,224473.7002654711
1609,191140.24463206108
1610,153921.47000220206
1611,146494.84469268858
1612,172408.89724475337
1613,173581.79366979777
1614,129409.43186546162
1615,90531.65732728227
1616,78056.82091717467
1617,89380.83076281348
1618,123721.88634873592
1619,136140.21243688767
1620,160430.8062970097
1621,136321.1771966537
1622,140571.91524075167
1623,278917.1258921946
1624,213928.5575674797
1625,124538.79670307474
1626,163159.13519212522
1627,188783.28455449236
1628,282142.3056238978
1629,169169.8863085695
1630,321109.72727718425
1631,201366.35355133688
1632,225019.85202666567
1633,166685.99643007896
1634,181731.07012118594
1635,180383.99165627302
1636,160838.98437442366
1637,188511.4942371807
1638,192800.2211597118
1639,176174.55425718162
1640,244286.99630981585
1641,172894.59657142806
1642,225619.0679871741
1643,223883.2751921139
1644,231072.98767926806
1645,190126.94593646782
1646,152124.18806864947
1647,159145.63995615594
1648,134076.93727732825
1649,136870.28802131524
1650,122334.76287962685
1651,125483.13928038516
1652,97705.80788964898
1653,94082.60629481965
1654,153360.3666080462
1655,139551.1572986382
1656,146900.54311487067
1657,152023.35319291413
1658,142904.99403594682
1659,130492.82947583546
1660,152691.24987107608
1661,455888.789219123
1662,365985.4050056918
1663,377930.41162689944
1664,424476.8621813876
1665,310986.32773784193
1666,321159.4898251868
1667,353874.59703411214
1668,336242.1625681304
1669,286688.474880108
1670,359417.27501246077
1671,270091.6434558519
1672,466104.5228828828
1673,301313.54186616885
1674,246356.29882194745
1675,190317.00846983763
1676,194331.57363714723
1677,213498.3766646619
1678,419935.1354332733
1679,382971.2221445251
