Id,SalePrice
1461,124970.1426168994
1462,159788.6920993974
1463,178601.33463833743
1464,186729.04296900448
1465,192271.2264458766
1466,175570.82882852817
1467,176269.06639976348
1468,168721.04358805006
1469,180114.4124542062
1470,129193.91280733008
1471,202261.06159074462
1472,90592.47677753454
1473,93628.29054248873
1474,154995.8527040471
1475,120386.18669030683
1476,383176.1291618277
1477,249930.39676572938
1478,314931.60542392434
1479,277521.1652193342
1480,523166.9467030152
1481,318523.3052391372
1482,207241.4382827629
1483,175570.82882852817
1484,171020.54865973615
1485,176269.6173420572
1486,191309.43852054956
1487,329577.96644408454
1488,230508.46518377576
1489,204389.619997909
1490,206842.4124637913
1491,196043.54613074553
1492,88453.64561450353
1493,160216.38540097332
1494,314900.4828877627
1495,298232.49235222273
1496,232838.93093995584
1497,179967.2990544415
1498,162692.93324708779
1499,161601.9089435343
1500,158309.6564162957
1501,178812.68046127545
1502,164131.98860153614
1503,291148.78699216654
1504,236539.6046777508
1505,227530.7723522314
1506,187830.21609645212
1507,250951.41984964683
1508,196674.3364741531
1509,159720.54967758924
1510,151043.4543951552
1511,156750.34017019148
1512,172100.817775374
1513,142121.699826856
1514,156312.59831019337
1515,182619.5479230612
1516,147795.95646358386
1517,157976.00160612236
1518,121229.67217806431
1519,219373.15736571318
1520,136303.892577538
1521,135509.5306018636
1522,168462.48440125585
1523,116455.24582956595
1524,122047.38492076518
1525,128081.97346332314
1526,121854.28119677043
1527,105148.8114132056
1528,133364.48326222805
1529,149427.87977487268
1530,170391.56194420654
1531,108157.58769337514
1532,91984.1717142602
1533,144471.3732939884
1534,116222.2078526219
1535,144488.25470293788
1536,109991.98366156525
1537,70752.89574212368
1538,142327.62474659528
1539,182921.32402888365
1540,113546.5059869333
1541,140644.4885523439
1542,142310.17792079813
1543,202930.28239044832
1544,80040.07326443511
1545,109490.22991807797
1546,130522.69843799475
1547,131950.9217365155
1548,136298.07790553634
1549,110301.90282231184
1550,133448.76977850124
1551,110366.09977644245
1552,138251.78089250528
1553,141859.05311074725
1554,118913.78518062407
1555,170783.7582845961
1556,81115.86813189158
1557,110125.99599260661
1558,96698.28596776244
1559,74750.5965441629
1560,128031.60110244948
1561,136021.67277940063
1562,129237.59237734618
1563,120135.25118024478
1564,161166.07196492556
1565,148522.0667394255
1566,242103.02547942757
1567,82658.00304006727
1568,238310.58019466948
1569,149636.99816493268
1570,138908.74896895472
1571,123450.12250010889
1572,146277.1408593815
1573,236105.4403014974
1574,114852.30746521553
1575,221045.39521338508
1576,232994.7443476956
1577,188588.01095326763
1578,145156.2940069173
1579,138994.4226599114
1580,187803.1850606577
1581,144949.51613635477
1582,132039.68638162993
1583,323381.7201706668
1584,225153.06114064113
1585,145609.08656663494
1586,79825.75005944913
1587,97041.34917490886
1588,147719.14214963024
1589,96092.03819209883
1590,134162.47855628005
1591,96195.12941970186
1592,126376.21142987387
1593,122446.3160054124
1594,123064.48770769587
1595,109099.58981489993
1596,237943.9657914207
1597,177941.76102362483
1598,200933.3726918592
1599,165255.50133291248
1600,168888.49060005948
1601,71777.5928175864
1602,118967.78795078024
1603,66645.2892243563
1604,265718.44692701707
1605,239950.38349777646
1606,166961.46497458455
1607,173491.50924323458
1608,210955.4301048301
1609,191275.66190352515
1610,156941.97866076315
1611,144004.88360319042
1612,177819.59563302083
1613,169085.3810831228
1614,121410.71665350038
1615,87286.84356788165
1616,76589.95747520022
1617,88286.41058373588
1618,125993.1319922944
1619,139628.7200687725
1620,171396.69852369535
1621,135098.80809470307
1622,143147.44532586331
1623,262417.26338029007
1624,220510.72438709764
1625,122041.4211747083
1626,168711.3797953884
1627,186526.53696880536
1628,271400.42268149625
1629,174379.40843402836
1630,379312.5052914108
1631,212522.11839561578
1632,246597.2131090083
1633,172382.64139550002
1634,183677.82473149506
1635,178447.7746319009
1636,167416.8377263901
1637,193329.91144194413
1638,198788.68385440792
1639,181653.91277929777
1640,254619.3735097214
1641,174232.87182141142
1642,228053.6238775966
1643,227373.66960539264
1644,231715.85697149462
1645,201175.95078566545
1646,155393.75571146258
1647,157653.2391348863
1648,134427.91389454066
1649,138363.13938555057
1650,115182.46629376643
1651,120547.18049810777
1652,93930.90001397494
1653,96969.6130034639
1654,149482.33518181343
1655,140776.0249786805
1656,149247.17840577613
1657,156103.98523339728
1658,152559.1008346925
1659,116896.78547970041
1660,155968.1845923192
1661,452091.2145690252
1662,416215.5274870693
1663,401993.82286521
1664,528685.7751739798
1665,317032.4911920596
1666,342075.3315709013
1667,404924.33194000146
1668,346524.7642881078
1669,297490.370452705
1670,363179.53593158093
1671,277105.22737150535
1672,464552.9114026304
1673,296828.0375345545
1674,251905.93682491255
1675,197690.64543755085
1676,192307.8600738778
1677,216552.9186767778
1678,496236.2851923041
1679,411341.91678249725
1680,309487.1764343511
1681,244085.90848669858
1682,309871.46746045974
1683,194677.9628410218
1684,174360.1675611244
1685,174360.1675611244
1686,174360.1675611244
1687,170429.48306536494
1688,190824.56621743308
1689,189374.59449173042
1690,188220.01674848495
1691,180434.15595018346
1692,255729.93667247743
1693,172004.1923446243
1694,179132.92857782246
1695,169756.40147069198
1696,272185.88987329113
1697,175329.75903405584
1698,349531.6310192197
1699,339093.6167963596
1700,249998.31037213875
1701,267521.02174720255
1702,255660.4660401224
1703,248161.20624407026
1704,295978.9839786155
1705,230297.8181533604
1706,287432.0207663941
1707,214160.97984972873
1708,213929.6467241068
1709,264246.3398642141
1710,211733.6812917944
1711,266038.92827521986
1712,252325.79820917672
1713,273944.64349414
1714,221408.38018215142
1715,205184.31636047494
1716,183433.81685715113
1717,169971.14538754767
1718,134821.0694331434
1719,209784.55928555832
1720,239419.844972471
1721,163064.6463912793
1722,118896.08639681245
1723,157563.04247669436
1724,213809.2342980774
1725,232994.7443476956
1726,189245.28061034108
1727,170559.72067048444
1728,178463.2445201085
1729,164417.8158910001
1730,156109.7075622731
1731,122041.4211747083
1732,130524.43266543648
1733,121442.3742123489
1734,123714.70845327197
1735,132921.4132364628
1736,113589.95605619819
1737,312402.3335620544
1738,236536.7783415777
1739,268403.53570937767
1740,223129.44162108493
1741,188197.97413329547
1742,174481.83074468552
1743,174914.32404431584
1744,300737.92565759475
1745,222564.24936288997
1746,183744.86922864142
1747,206128.39977779333
1748,228247.87455364186
1749,161697.5095250375
1750,133766.4272170494
1751,245373.24835887345
1752,118781.38604967056
1753,146960.93606005583
1754,185370.7254904649
1755,172579.6149363648
1756,130477.99326183315
1757,121706.62874055518
1758,147283.8493856898
1759,160729.39153607108
1760,163362.92582175913
1761,151776.94393774262
1762,172100.817775374
1763,170775.6587302933
1764,110992.23065326316
1765,157716.90918817243
1766,187233.90418235102
1767,221441.48991980645
1768,141383.3966516884
1769,160212.87006711878
1770,150688.6659901456
1771,119704.3613223972
1772,133533.742223253
1773,123492.18026911313
1774,139703.08825427963
1775,138585.43886164625
1776,124511.59196542895
1777,118698.98249189107
1778,139287.63083110924
1779,114614.55410187582
1780,163362.92582175913
1781,131664.2118782752
1782,91187.77707963066
1783,141584.95646509124
1784,106303.39154765753
1785,118959.35927180386
1786,137847.18180551438
1787,164690.36569724526
1788,55120.28496631822
1789,100756.31944037884
1790,82971.83262189996
1791,179075.05134766374
1792,154784.17023353366
1793,130372.70618861125
1794,149516.3400578061
1795,133818.61869460726
1796,131760.43942363682
1797,114914.96905475517
1798,121009.74166647236
1799,111087.71539078357
1800,134396.45862235938
1801,128806.99785402419
1802,134037.22214528243
1803,152559.1008346925
1804,142998.27074377952
1805,136819.96662464537
1806,127210.56404104763
1807,134487.58471790838
1808,116082.04139887974
1809,116929.6991843273
1810,137264.58118814466
1811,109203.81445255852
1812,100847.64991243466
1813,112562.89542397247
1814,91911.93526605637
1815,52809.36337846897
1816,97161.54560278635
1817,104750.91199130453
1818,141156.64729481982
1819,125447.67817512102
1820,46858.46232615905
1821,115680.3464164935
1822,150627.05793123256
1823,41963.53614040352
1824,133822.74823367648
1825,136513.16833391492
1826,104679.47622114954
1827,104253.79799109421
1828,133624.7494489379
1829,116543.0296808205
1830,137756.98088312236
1831,148369.67088278488
1832,104945.3454346336
1833,136184.76407316083
1834,123640.95525010758
1835,131128.8591543985
1836,114127.28621857792
1837,86445.1863113617
1838,124567.26016793874
1839,91092.88100001759
1840,155111.79801439596
1841,140467.89720545907
1842,80446.25403399968
1843,137161.60743774663
1844,139151.48599446611
1845,144622.15806205425
1846,158318.97127373985
1847,168232.2727025987
1848,48984.27952378416
1849,107837.07445220456
1850,122495.22652959157
1851,155239.44712662292
